"","MekDD_1_1","Aktmyr_1_2","ARPE19_1_3","RasV12_1_4","T53D4_1_5","MekDD_3_1","Aktmyr_3_2","ARPE19_3_3","RasV12_3_4","T53D4_3_5","RasV12_2_4","T53D4_2_5","MekDD_2_1","Aktmyr_2_2","ARPE19_2_3"
"DCAF15",9.53646748929214,9.36094358476585,9.22572312988643,10.0960782900911,9.67743404603729,9.36683023608219,9.57463874553166,9.47434458015807,9.81010520448762,9.55406009188882,9.89379439117113,9.55950793764832,9.56195429699535,9.4000020510157,9.25728546949815
"IL27RA",6.23468938551546,6.38209924388405,6.87150769744305,6.5365127972015,7.62839564993309,5.78386806323218,5.88578792495893,6.30684900366672,6.60103100079825,6.4414978820684,6.36028954532088,6.52657969578403,5.96458971438145,5.90339400480156,6.39859256875967
"MISP3",6.90822046566696,6.96804276702667,6.81229299431265,6.34580256725978,6.78353049398024,6.6139760367259,6.38436890616975,6.28286631782595,6.09501394692324,6.47188912610667,6.18485192970951,6.48224899390812,6.61544252592214,6.66191259291164,6.18161400309055
"PRKACA",11.6168289062889,11.7560195389036,11.7443440788178,11.5342680799374,11.8125691440222,11.7134318602493,11.9584103145542,11.7164596511704,11.642635773782,11.8352136322974,11.4732660767254,11.5720526865297,11.4919832527065,11.7084821302065,11.6275124627303
"ASF1B",11.4000618272696,10.3724432102768,10.270611349297,11.4983532424578,11.1417255384895,11.4795806905255,11.2406829495598,11.0790881118587,11.3290681617628,11.3822139436854,11.2830866832484,11.2458949729953,11.5875516203203,10.7686269363633,10.6982665019668
"ADGRE5",9.7411664060576,7.93702186985283,9.16354915352803,9.88385746880865,9.40107710748818,9.33557297479533,8.14032516161777,9.171724774415,9.75344506203075,9.07389762943314,9.96604399166272,9.21628728355661,9.6376216827704,8.18931883571549,9.30071937570058
"DDX39A",11.0978789451137,10.1480062706929,10.2384623535139,11.3436657307934,11.0455414503869,10.9966112966954,10.8553545450348,11.0978908897595,11.1676334784069,11.071593266672,10.93919924088,10.6175464441041,10.9436663754077,10.2082372123546,10.5391300758001
"PKN1",13.581969382995,13.2954664819281,13.5954764477882,13.4145202200857,14.0315807210787,13.8305305357588,13.3978188277326,13.6902862951912,13.4409054597525,13.911231302108,13.4482349474527,13.6924649526256,13.57928728787,13.4583712507216,13.5822950668939
"PTGER1",2.33778884087263,2.31510534669186,2.57721355711398,2.15450015303182,2.35610331976341,2.16300686105844,2.1627615989334,2.30491128932369,2.16680438238931,2.32654808711681,2.18160113813965,2.23704227461075,2.16183846483221,2.24071683393625,2.21303731918914
"DNAJB1",12.5010401244913,12.8253493090729,12.5672032281272,12.5320122189378,12.57134187257,12.6863413295236,12.8281984117003,12.6701029347835,12.4025877867107,12.6773676928456,12.6708295075683,12.7021298099259,12.6773693957022,13.1602627424918,12.7519158969178
"TECR",11.7532974607196,12.3474732234536,11.8899297339896,12.151892059998,11.9323508352173,11.7686170004932,12.0559243057306,11.8463621086087,12.0732767925607,11.9528133262031,12.1231449797392,11.7359586606056,11.7573732045206,12.0365725386423,11.9080806890775
"SYDE1",11.6763850807486,11.2674678334341,11.5920861543025,11.3513078738126,11.9228741568262,11.4088601973225,11.1525955244364,11.4395452674207,11.1590365412603,11.547341991546,11.1864993625144,11.4318016710616,11.4042103335367,11.2438616111998,11.5394441484937
"NOTCH3",2.97759325864332,3.86552194801123,4.05315626058179,3.06807575391071,3.51365344601041,3.04415527068363,3.24118275771534,3.08562539744074,3.09537340824848,3.2704623580692,3.01988039217651,3.43985783327098,2.99624334506226,3.38197290485929,3.33070885438442
